Tune_name,1,1+,1-,2,2+,2-,3,3+,3-,4,4+,5,5+,5-,6,6+,6-,7,7-,r,Other
asturian_way.krn.A_scale_dist_dur.txt,70,,,12,,,28,,,72,,30,,,,,,,24,,
auld_fiddler.krn.A_scale_dist_dur.txt,52,,,32,,,40,,,32,4,76,,,4,,,16,,,
bad_hair.krn.A_scale_dist_dur.txt,60,,,36,,,28,,,16,,28,,,20,,,,4,,
baerendans.krn.A_scale_dist_dur.txt,124,,,32,,,40,,,20,,32,,,,,,,8,,
bank_of_ireland.krn.A_scale_dist_dur.txt,54,,,16,,,,,,40,,40,,,36,,,8,64,,
bank_of_turf.krn.A_scale_dist_dur.txt,44,,,24,,,36,,,16,,36,,,32,,,8,,,
banks_of_lough_gowna.krn.A_scale_dist_dur.txt,58,,,4,,,28,,,20,,54,,,4,,,,24,,
banks_of_the_allan.krn.A_scale_dist_dur.txt,60,,,24,,,48,,,,,44,,,16,,,,,,
banshee.krn.A_scale_dist_dur.txt,56,,,24,,,40,,,,,80,,,44,,,12,,,
bargenny_bowling_green.krn.A_scale_dist_dur.txt,64,,,46,,,22,,,12,,12,,,,,,,36,,
barrowburn_reel.krn.A_scale_dist_dur.txt,76,,,32,,,36,,,4,,56,,,52,,,,,,
barters_hill.krn.A_scale_dist_dur.txt,72,,,24,,,8,,,20,,52,,,4,,,24,52,,
basket_of_yarn.krn.A_scale_dist_dur.txt,70,,,36,,,36,,,36,,28,,,44,,,8,,,
batchelders.krn.A_scale_dist_dur.txt,76,,,24,,,28,,,20,8,60,,,12,,,32,,,
battle_of_waterloo.krn.A_scale_dist_dur.txt,88,,,20,,,,20,,40,,40,,,,6,,,46,,
bay_of_fundy.krn.A_scale_dist_dur.txt,24,,,40,,,60,,,44,,64,,,16,,,4,4,,
beckys_mode.krn.A_scale_dist_dur.txt,84,,,4,,,20,,,8,,64,,,,20,,,56,,
been_to_the_east_been_to_the_west.krn.A_scale_dist_dur.txt,40,,,24,,,72,,,16,,104,,,,,,,,,
behind_the_bush_in_the_garden.krn.A_scale_dist_dur.txt,56,,,12,,,32,,,12,,32,,,,,,,48,,
belfast_jig.krn.A_scale_dist_dur.txt,38,,,28,,,44,,,28,,24,,,10,,,22,,,
belknaps_march.krn.A_scale_dist_dur.txt,80,,,38,,,14,,,24,,40,,,,4,,,56,,
bell_cow.krn.A_scale_dist_dur.txt,80,,,8,,,40,,,52,,36,,,28,,,,8,,
belle_catherine_la.krn.A_scale_dist_dur.txt,116,,,28,,,36,,,20,4,36,,,8,,,8,,,
belle_gaspesie.krn.A_scale_dist_dur.txt,34,,,42,,,74,,,46,8,46,,,8,,,2,,,
belle_of_lexington.krn.A_scale_dist_dur.txt,72,,,64,,,44,,,,,44,,,28,,,,,,
bells_of_dover.krn.A_scale_dist_dur.txt,36,,,28,,,48,,,12,,36,,,8,,,8,16,,
beloeil_reel.krn.A_scale_dist_dur.txt,96,,,30,,,58,,,20,,24,,,12,,,12,,,
bentons_dream.krn.A_scale_dist_dur.txt,116,,,32,,,8,,8,4,,24,,,24,,,,28,,
berkeley_reel.krn.A_scale_dist_dur.txt,32,,,36,,,64,,,12,,44,,,60,,,8,,,
bert_ferguson.krn.A_scale_dist_dur.txt,44,,,64,,,36,,,,,36,,,12,,,,,,
beth_cohens.krn.A_scale_dist_dur.txt,32,,,,,20,,28,,44,,80,,,32,,,,12,8,
bibb_county_hoedown.krn.A_scale_dist_dur.txt,78,,,60,,,36,,,24,,34,,,10,,,12,,,
biddy_from_sligo.krn.A_scale_dist_dur.txt,42,,,14,,,22,,,20,4,52,,,32,,,4,,,
big_bear.krn.A_scale_dist_dur.txt,45,,,30,,,26,,,40,,76,,,12,,,,27,,
big_liza_jane.krn.A_scale_dist_dur.txt,76,,,8,,,40,,,,,96,,,36,,,,,,
big_scioty.krn.A_scale_dist_dur.txt,64,,,52,,,44,,,,,24,,,56,,,8,,,
bijoux_reel.krn.A_scale_dist_dur.txt,46,,,40,,,42,,,44,,42,,,10,,,36,,,
bill_collins_jig.krn.A_scale_dist_dur.txt,42,,,20,,,24,,,4,,60,,,36,,,4,,,
billy_in_the_lowground.krn.A_scale_dist_dur.txt,56,,,28,,,24,,,,,56,,,56,,,36,,,
billy_in_the_lowlands.krn.A_scale_dist_dur.txt,68,,,28,,,36,,,4,,60,,,36,,,8,,,
bird_in_the_bush.krn.A_scale_dist_dur.txt,80,,,20,,,80,,,,,44,,,32,,,,,,
black_cat.krn.A_scale_dist_dur.txt,20,,,38,,,24,,,58,,56,,,16,,,12,26,6,
black_cat_jig.krn.A_scale_dist_dur.txt,32,,,44,,,28,,,36,,32,,,8,,,8,4,,
black_eyed_susie.krn.A_scale_dist_dur.txt,68,,,28,,,16,,,,,88,,,56,,,,,,
black_friday.krn.A_scale_dist_dur.txt,48,,,32,,,52,,,24,,28,,,8,,,,,,
black_jack_grove.krn.A_scale_dist_dur.txt,44,,,12,,,12,,,48,,68,,,16,,,8,48,,
black_rock.krn.A_scale_dist_dur.txt,94,,,16,,,,,,16,,66,,,14,,,,46,,
black_scoter.krn.A_scale_dist_dur.txt,60,,,36,,,24,,,20,,68,,,8,,,,40,,
blackberry_blossoms.krn.A_scale_dist_dur.txt,88,,,28,,,28,,,8,,32,,,56,,,,,,
blair_atholl.krn.A_scale_dist_dur.txt,80,,,40,,,24,,,24,,36,,,,4,,,48,,
blind_mans_reel.krn.A_scale_dist_dur.txt,68,,,48,,,24,,,8,,48,,,16,,,24,,4,
bloom_of_youth.krn.A_scale_dist_dur.txt,80,,,26,,,32,,,16,,40,,,56,,,6,,,
blue_bonnets_over_the_border.krn.A_scale_dist_dur.txt,60,,,22,,,28,,,,,20,,,52,,,8,,,
blue_earth_special.krn.A_scale_dist_dur.txt,66,,,26,,,28,,,16,,74,,,6,,,,40,,
blue_jig.krn.A_scale_dist_dur.txt,88,,,16,,,,,32,16,12,16,,,,,,,12,,
bluejay.krn.A_scale_dist_dur.txt,100,,,12,,,22,,,6,,20,,,16,,,4,12,,
boatman.krn.A_scale_dist_dur.txt,68,,,16,,,20,,,24,,72,,,40,,,12,,,
bob_mcquillens_reel.krn.A_scale_dist_dur.txt,58,,,36,,,60,,,36,,44,,,12,,,10,,,
bonaparte_crossing_the_rhine.krn.A_scale_dist_dur.txt,70,,,48,,,50,,,8,,52,,,24,,,12,,,
bonnie_charlie.krn.A_scale_dist_dur.txt,80,,,24,,,56,,,28,,44,,,12,,,,12,,
bonnie_isabel_robertson.krn.A_scale_dist_dur.txt,64,,,28,,,48,,,36,,44,,,16,,,20,,,
boot_shuffle.krn.A_scale_dist_dur.txt,66,,,52,,,38,,,20,,32,,,24,,,20,,,
booth_shot_lincoln.krn.A_scale_dist_dur.txt,92,,,36,,,28,,,,,56,,,24,,,,,,
boring_the_leather.krn.A_scale_dist_dur.txt,48,,,36,,,48,,,4,,20,,,32,,,4,,,
boswells_fancy.krn.A_scale_dist_dur.txt,60,,,52,,,44,,,40,,32,,,16,,,16,,,
bottom_of_the_punchbowl.krn.A_scale_dist_dur.txt,84,,,40,,,36,,,16,,48,,,16,,,16,,,
bound_to_have_a_little_fun.krn.A_scale_dist_dur.txt,96,,,20,,,36,,,8,,36,,,48,,,4,,,
boy_in_the_gap.krn.A_scale_dist_dur.txt,92,,,48,,,24,,,24,,48,,,8,,,12,,,
boyne_water.krn.A_scale_dist_dur.txt,64,,,40,,,36,,,24,,56,,,,8,,,28,,
boys_lament_for_his_dragon.krn.A_scale_dist_dur.txt,80,,,28,,,52,,,24,,20,,,32,,,20,,,
boys_my_moneys_all_gone.krn.A_scale_dist_dur.txt,42,,,24,,,,,66,68,,16,,,4,,,,8,,
boys_of_antrim.krn.A_scale_dist_dur.txt,40,,,34,,,34,,,16,,28,,,20,,,12,,,
boys_of_ballycastle.krn.A_scale_dist_dur.txt,56,,,16,,,56,,,48,,48,,,4,,,,28,,
boys_of_malin.krn.A_scale_dist_dur.txt,60,,,26,,,46,,,38,,38,,,32,,,16,,,
boys_of_tandragee.krn.A_scale_dist_dur.txt,50,,,22,,,4,,,44,,44,,,,,,,28,,
boys_of_the_lough.krn.A_scale_dist_dur.txt,54,,,28,,,84,,,4,,48,,,40,,,,,,
brandywine.krn.A_scale_dist_dur.txt,56,,,60,,,68,,,8,,36,,,24,,,4,,,
brasstown.krn.A_scale_dist_dur.txt,74,,,8,,,48,,,28,8,44,,,,,,,20,,
breakwater_boys_breakdown.krn.A_scale_dist_dur.txt,76,,,8,,,16,,,16,,52,,,22,,,,62,,
brenda_stubberts.krn.A_scale_dist_dur.txt,88,,,64,,,8,,,28,,28,,,,,,,40,,
brendan_mcmahons.krn.A_scale_dist_dur.txt,84,,,4,,,24,,,22,,48,,,12,,,,60,,
briarpicker_brown.krn.A_scale_dist_dur.txt,72,,,28,,,32,,,,,68,,,40,,,8,,,
brides_reel.krn.A_scale_dist_dur.txt,48,,,20,,,32,,,88,,20,,,24,,,,24,,
broue_reel_de_la.krn.A_scale_dist_dur.txt,56,,,10,,,34,,,32,,76,,,32,,,16,,,
brumley_brae.krn.A_scale_dist_dur.txt,72,,,32,,,48,,,16,,44,,,12,,,28,4,,
brushy_run.krn.A_scale_dist_dur.txt,48,,,24,,,48,,,12,,72,,,36,,,16,,,
buck_mountain.krn.A_scale_dist_dur.txt,26,,,18,,,78,,,38,,60,,,22,,,2,,,
buckle_up_the_backstrap.krn.A_scale_dist_dur.txt,84,,,,,,36,,,20,,52,,,,,,8,32,,
buffalo_girls.krn.A_scale_dist_dur.txt,52,,,8,,,28,,,12,,76,,,32,,,32,,,
bumblebee_in_a_jug.krn.A_scale_dist_dur.txt,60,,,16,,,36,,,,,68,,,28,,,32,,,
bundle_and_go.krn.A_scale_dist_dur.txt,56,,,16,,,28,,,32,,20,,,,,,,38,,
burchards_hornpipe.krn.A_scale_dist_dur.txt,72,,,20,,,24,,,28,,48,,,36,,,24,,,
burnt_old_man.krn.A_scale_dist_dur.txt,44,,,52,,,56,,,,,20,,,16,,,4,,,
bus_stop_real.krn.A_scale_dist_dur.txt,100,,,36,,,44,,,20,,20,,,4,4,,,28,,
butchers_row.krn.A_scale_dist_dur.txt,64,,,26,,,36,,,32,,42,,,32,,,24,,,
buzz_the_9.krn.A_scale_dist_dur.txt,94,,,20,,,16,,12,,,52,,,48,,,,,,
cairin_ot.krn.A_scale_dist_dur.txt,60,,,40,,,56,,,28,,40,,,16,,,16,,,
calling_wood.krn.A_scale_dist_dur.txt,20,,,20,,,44,,,8,,40,,,12,,,,,,
calliope_house.krn.A_scale_dist_dur.txt,40,,,42,,,26,,,,,68,,,18,,,,,,
camp_meeting_on_the_fourth_of_july.krn.A_scale_dist_dur.txt,56,,,48,,,96,,,4,,32,,,20,,,,,,
camp_pleasant_jig.krn.A_scale_dist_dur.txt,82,,,14,,,38,,,16,,18,,,6,,,18,,,
campbell_river_jig.krn.A_scale_dist_dur.txt,48,,,56,,,36,,,16,,16,,,,,,,16,,
campbells_farewell_to_redcastle.krn.A_scale_dist_dur.txt,84,,,36,,,36,,,36,,48,,,,,,,16,,
caribou_reel.krn.A_scale_dist_dur.txt,76,,,32,,,20,,,8,,32,,,12,4,,,48,4,
caribou_reel_alternate.krn.A_scale_dist_dur.txt,70,,,44,,,28,,,28,,20,,,,4,,,64,,
carraroe.krn.A_scale_dist_dur.txt,60,,,36,,,48,,,,,40,,,8,,,,,,
castle_aaaa.krn.A_scale_dist_dur.txt,104,,,36,,,4,,,44,,36,,,,8,,,24,,
cat_fish_jig.krn.A_scale_dist_dur.txt,40,,,18,,,30,,,18,,28,,,28,,,32,,,
cat_in_the_hopper.krn.A_scale_dist_dur.txt,44,,,16,,,20,,,16,,44,,,4,12,,,36,,
cat_on_a_leash.krn.A_scale_dist_dur.txt,56,,,40,,,68,,,24,,16,,,32,,,4,,,
catharsis.krn.A_scale_dist_dur.txt,86,,,34,,,26,,,22,,44,,,,,,,44,,
cattle_in_the_cane.krn.A_scale_dist_dur.txt,28,,,16,,,8,,8,28,,92,,,40,,,,28,,
celina.krn.A_scale_dist_dur.txt,32,,,56,,,84,,,40,,24,,,,,,20,,,
cemetery_road.krn.A_scale_dist_dur.txt,68,,,20,,,28,,,24,,76,,,,,,,40,,
chaine_du_reel.krn.A_scale_dist_dur.txt,38,,,8,,,36,,,16,,66,,,20,,,8,,,
champaign_jig_goes_to_columbia.krn.A_scale_dist_dur.txt,46,,,26,,,64,,,4,,28,,,8,,,12,,,
charlie_mulvihills.krn.A_scale_dist_dur.txt,40,,,20,,,48,,,,,40,,,36,,,8,,,
chattanooga.krn.A_scale_dist_dur.txt,52,,,36,,,64,,,,,24,,,60,,,,,,
cheat_mountain.krn.A_scale_dist_dur.txt,80,,,32,,,28,,,20,,56,,,16,,,24,,,
cheticamp.krn.A_scale_dist_dur.txt,64,,,12,,,48,,,36,,68,,,16,,,12,,,
childgrove.krn.A_scale_dist_dur.txt,80,,,60,,,48,,,20,,40,,,4,,,,4,,
chipchase_reel.krn.A_scale_dist_dur.txt,78,,,24,,,36,,,,8,36,,,54,,,20,,,
chirps_and_grain.krn.A_scale_dist_dur.txt,64,,,32,,,40,,,12,,56,,,28,,,20,4,,
cincinnati_rag.krn.A_scale_dist_dur.txt,78,4,,20,,,28,,,,2,78,,,28,,,6,,,
cinquieme_partie_du_caledonia.krn.A_scale_dist_dur.txt,104,,,12,,,36,,,12,,76,,,12,,,,4,,
clare_jig.krn.A_scale_dist_dur.txt,72,,,30,,,22,,,4,,28,,,32,,,4,,,
cleveland_park.krn.A_scale_dist_dur.txt,64,,,68,,,28,,,,,8,,,8,4,,,12,,
cliffs_of_moher.krn.A_scale_dist_dur.txt,68,,,20,,,16,,,12,,28,,,,16,,,32,,
clog_de-pariseau.krn.A_scale_dist_dur.txt,100,,,48,,,36,,,8,,64,,,,,,,,,
cloud_nine.krn.A_scale_dist_dur.txt,96,,,52,,,28,,,16,,16,,,16,,4,20,4,,
coffee.krn.A_scale_dist_dur.txt,108,,,24,,,16,,,4,,24,,,,,,,16,,
coffee_alternate_b.krn.A_scale_dist_dur.txt,108,,,24,,,16,,,4,,24,,,,,,,16,,
colonel_mcbain.krn.A_scale_dist_dur.txt,72,,,36,,,60,,,24,,36,,,,,,,28,,
come_under_my_plaidie.krn.A_scale_dist_dur.txt,24,,,24,,,88,,,8,,20,,,30,,,,,,
con_cassidys_jig.krn.A_scale_dist_dur.txt,40,,,26,,,44,,,32,,28,,,10,,,12,,,
concert_reel.krn.A_scale_dist_dur.txt,94,,,48,,,52,,,,,20,,,22,,,20,,,
congress_reel.krn.A_scale_dist_dur.txt,94,,,14,,,40,,,40,,40,,,,,,,28,,
contrazz.krn.A_scale_dist_dur.txt,54,,,14,,,36,,,62,,10,,12,20,,,,36,4,
cooleys_reel.krn.A_scale_dist_dur.txt,46,,,36,,,4,,,48,,80,,,,,,,42,,
cordal_jig.krn.A_scale_dist_dur.txt,42,,,10,,,26,,,40,,44,,,,,,,30,,
cori-lation.krn.A_scale_dist_dur.txt,76,,,12,,,40,,,40,,16,,,56,,,,16,,
cottage_in_the_grove.krn.A_scale_dist_dur.txt,76,,,32,,,,,,36,,52,,,,,,,60,,
cotton_baggin.krn.A_scale_dist_dur.txt,60,,,52,,,40,,,12,,48,,,8,,,36,,,
cotton_eyed_joe.krn.A_scale_dist_dur.txt,46,,,28,,,104,,,,,54,,,24,,,,,,
courtesans_jig.krn.A_scale_dist_dur.txt,28,,,16,,,24,,,20,,80,,,8,,,4,12,,
cowboy_jig.krn.A_scale_dist_dur.txt,70,,,30,,,42,,,12,,18,,,12,,,8,,,
cowboys_dream.krn.A_scale_dist_dur.txt,64,,,36,,,24,,,16,,72,,,12,,,24,,,
cranberry_rock.krn.A_scale_dist_dur.txt,40,,,20,,,28,,,,12,68,,,64,,,16,,,
cripple_creek.krn.A_scale_dist_dur.txt,76,,,24,,,24,,,20,,60,,,40,,,12,,,
crock_of_gold.krn.A_scale_dist_dur.txt,80,,,44,,,64,,,,,44,,,20,,,4,,,
crocketts_honeymoon.krn.A_scale_dist_dur.txt,60,,,60,,,52,,,28,,36,,,8,,,12,,,
crook_brothers_tune.krn.A_scale_dist_dur.txt,52,,,20,,,52,,,,,84,,,44,,,4,,,
crowleys.krn.A_scale_dist_dur.txt,104,,,40,,,16,,,8,,24,,,16,,,,48,,
cruinniu_na_mbad.krn.A_scale_dist_dur.txt,44,,,40,,,28,,,8,,40,,,32,,,,,,
cuckoos_nest.krn.A_scale_dist_dur.txt,56,,,24,,,40,,,32,,56,,,20,,,8,20,,
cuffy.krn.A_scale_dist_dur.txt,48,,,20,,,64,,,16,,52,,,28,,,28,,,
cuil_aodha.krn.A_scale_dist_dur.txt,64,,,36,,,18,,,26,,28,,,,,,20,,,
cultivateur_le.krn.A_scale_dist_dur.txt,88,,,56,,,36,,,,,40,,,4,,,32,,,
cultivateur_le_alternate.krn.A_scale_dist_dur.txt,84,,,72,,,32,,,8,,28,,,4,,,24,,,
curvy_road_to_corinth.krn.A_scale_dist_dur.txt,52,,,32,,,28,,,40,,72,,,,,,,32,,
cynthias_christmas_jig.krn.A_scale_dist_dur.txt,44,,,24,,,42,,,28,,18,,,14,,,14,,,
daileys_reel.krn.A_scale_dist_dur.txt,54,,,38,,,42,,,20,4,56,2,,8,4,,34,,,
damons_winder.krn.A_scale_dist_dur.txt,44,,,20,,,16,,,16,,76,,,8,,,,60,,
darlas_jig.krn.A_scale_dist_dur.txt,40,,,24,,,48,,,,,48,,,32,,,,,,
dawn.krn.A_scale_dist_dur.txt,58,,,48,,,32,,,40,,32,,,36,,,8,,,
death_valley_reunion.krn.A_scale_dist_dur.txt,60,,,8,,,12,,,12,,72,,,16,,,8,4,,
december_march.krn.A_scale_dist_dur.txt,76,,,12,,,40,,,24,,36,,,4,,,28,,8,
dedicado_a_jos.krn.A_scale_dist_dur.txt,68,,,28,,,36,,,24,,76,,,24,,,,,,
deer_walk.krn.A_scale_dist_dur.txt,112,,,24,,,32,,,16,,32,,,16,,,12,,,
deer_walk3.krn.A_scale_dist_dur.txt,60,,,48,,,64,,,32,,24,,,24,,,8,,,
demented_dog.krn.A_scale_dist_dur.txt,44,,,12,,,24,,,28,,40,,,16,,,24,4,,
democratic_rage_hornpipe.krn.A_scale_dist_dur.txt,88,,,40,,,52,,,12,,44,,,8,,,12,,,
denver_belle.krn.A_scale_dist_dur.txt,44,,,40,,,72,,,12,,32,,,24,,,24,,,
derry_reel.krn.A_scale_dist_dur.txt,62,,,68,,,56,,,,,32,,,28,,,10,,,
desjarlais_reel.krn.A_scale_dist_dur.txt,64,,,54,,,30,,,16,,48,,,24,,,16,,,
desnoyer_reel.krn.A_scale_dist_dur.txt,144,,,24,,,12,,,,,24,,,32,,,20,,,
deux_lisa_le_reel_des.krn.A_scale_dist_dur.txt,60,,,48,,,48,,,24,,32,,,24,,,20,,,
deuxieme_partie_du_quarille_de_l_ile_d_orleans.krn.A_scale_dist_dur.txt,34,,,8,,,24,,,4,,30,,,50,,,42,,,
devil_in_the_strawstack.krn.A_scale_dist_dur.txt,64,,,16,,,,,,52,,52,,,,,,,64,,
devils_churn.krn.A_scale_dist_dur.txt,104,,,36,,,16,,,20,,40,,,,,,,40,,
devlins.krn.A_scale_dist_dur.txt,64,,,32,,,36,,,20,,24,,,,,,,20,,
diable_vert.krn.A_scale_dist_dur.txt,60,,,16,,,56,,,16,,56,,,28,,,24,,,
dick_gossips.krn.A_scale_dist_dur.txt,48,,,60,,,88,,,28,,16,,,,,,12,,,
dilberts_jig.krn.A_scale_dist_dur.txt,22,,,2,,,16,,,20,,56,,,38,,,20,2,,
dinah.krn.A_scale_dist_dur.txt,108,,,32,,,28,,,,,52,,,24,,,4,,,
dinkys_reel.krn.A_scale_dist_dur.txt,20,,,72,,,32,,,56,,32,,,16,,,,28,,
divine_reel.krn.A_scale_dist_dur.txt,60,,,,,,44,,,60,,56,,,,,,,36,,
dominion_reel.krn.A_scale_dist_dur.txt,16,,,28,,,,,80,28,,48,,,,,24,,32,,
don_tremaines_reel.krn.A_scale_dist_dur.txt,52,,,24,,,44,,,40,,44,,,28,,,24,,,
done_gone.krn.A_scale_dist_dur.txt,64,,,28,,,56,,,,,64,,,48,,,,,,
donegal_lass.krn.A_scale_dist_dur.txt,68,,,16,,,20,,,32,,20,,,16,,,4,16,,
doon_the_brae.krn.A_scale_dist_dur.txt,72,,,40,,,40,,,24,,44,,,,,,,28,,
dowds_9.krn.A_scale_dist_dur.txt,48,,,24,,,84,,,32,,44,,,20,,,4,,,
drowsy_maggie.krn.A_scale_dist_dur.txt,104,,,24,,,,,,26,,56,,,,8,,,38,,
drummond_castle.krn.A_scale_dist_dur.txt,58,,,20,,,16,,,20,,28,,,,,,,48,,
drunken_landlady.krn.A_scale_dist_dur.txt,64,,,36,,,,,,76,,48,,,,8,,,24,,
dubuque.krn.A_scale_dist_dur.txt,72,,,40,,,40,,,,,48,,,56,,,,,,
duck_river.krn.A_scale_dist_dur.txt,68,,,12,,,20,,,12,,72,,,36,,,4,,,
ducks_on_the_pond.krn.A_scale_dist_dur.txt,48,,,44,,,8,,,16,,88,,,,8,,,40,,
dunbar.krn.A_scale_dist_dur.txt,80,,,56,,,48,,,,,32,,,28,,,,,,
dunmore_lasses.krn.A_scale_dist_dur.txt,76,,,40,,,46,,,28,,50,,,6,,,,10,,
durangs_hornpipe.krn.A_scale_dist_dur.txt,84,,,48,,,36,,,4,,24,,,44,,,12,,,
earls_chair.krn.A_scale_dist_dur.txt,46,,,12,,,60,,,,,48,,,88,,,,,,
early_in_the_year.krn.A_scale_dist_dur.txt,68,,,32,,,62,,,,,24,,,12,,,,,,
east_neuk_of_fife.krn.A_scale_dist_dur.txt,36,,,8,,,56,,,40,,52,,,24,,,,40,,
east_tennessee_blues.krn.A_scale_dist_dur.txt,54,4,,42,,,46,,,8,6,58,,,40,,,,,,
eighth_of_january.krn.A_scale_dist_dur.txt,96,,,52,,,68,,,,,24,,,16,,,,,,
eli_greenes_cakewalk.krn.A_scale_dist_dur.txt,48,,,34,,,28,,,14,,88,,,36,,,,8,,
elsies_farewell.krn.A_scale_dist_dur.txt,76,,,28,,,72,,,,,12,,,64,,,4,,,
elvira.krn.A_scale_dist_dur.txt,40,,,38,,,48,,4,14,2,46,,,26,,,16,4,,
enrico.krn.A_scale_dist_dur.txt,56,,,24,,,12,,,68,,40,,,40,,,,20,,
equinox.krn.A_scale_dist_dur.txt,72,,,16,,,16,,,12,,32,,,,12,,,32,,
eriks_reel.krn.A_scale_dist_dur.txt,64,,,48,,,36,,,40,,52,,,,,,8,12,,
erin.krn.A_scale_dist_dur.txt,96,,,44,,,32,,,,,42,,,36,,,2,,,
esquimaux_reel_des.krn.A_scale_dist_dur.txt,84,,,36,,,44,,,24,,20,,,20,,,28,,,
eugene_reel.krn.A_scale_dist_dur.txt,68,,,36,,,18,,,52,,58,,,16,,,,8,,
evil_diane.krn.A_scale_dist_dur.txt,56,,,20,,,28,,,36,,62,,,16,,,42,,,
evil_red_three.krn.A_scale_dist_dur.txt,64,,,8,,,40,,,36,,12,,,24,,,8,,,
evit_gabriel.krn.A_scale_dist_dur.txt,64,,,72,,,52,,,24,,36,,,8,,,,,,
exile_of_erin.krn.A_scale_dist_dur.txt,88,,,20,,,36,,4,36,,48,,,4,,,,20,,
fair_jennys_jig.krn.A_scale_dist_dur.txt,24,,,28,,,44,,,12,,28,,,16,,,40,,,
far_from_home.krn.A_scale_dist_dur.txt,80,,,32,,,44,,,12,,36,,,44,,,8,,,
farewell_to_tchernobyl.krn.A_scale_dist_dur.txt,52,,,32,,,44,,,18,,64,,,4,,,,42,,
farrell_o_gara.krn.A_scale_dist_dur.txt,88,,,36,,,44,,,12,,48,,,20,,,8,,,
father_francis_camerons_reel.krn.A_scale_dist_dur.txt,60,,,16,,,40,,,44,,48,,,44,,,4,,,
father_kellys.krn.A_scale_dist_dur.txt,88,,,40,,,48,,,20,,32,,,12,,,16,,,
faubourg_reel_du.krn.A_scale_dist_dur.txt,56,,,38,,,30,,,,2,28,,,36,,,62,,,
february_march.krn.A_scale_dist_dur.txt,48,,,56,,,86,,,,,32,,,34,,,,,,
fee_des_dents_la.krn.A_scale_dist_dur.txt,44,,,20,,,40,,,20,,24,,,12,,,20,,,
feed_her_candy_and_tell_her_lies.krn.A_scale_dist_dur.txt,92,,,40,,,28,,,8,,56,,,26,,,10,,,
fermoy_lasses.krn.A_scale_dist_dur.txt,96,,,20,,,36,,,34,,44,,,14,,,,12,,
festival_du_voyageur_reel.krn.A_scale_dist_dur.txt,88,,,24,,,12,,,18,,38,,,4,,,,72,,
festival_du_voyageur_reel_alternate.krn.A_scale_dist_dur.txt,70,,,30,,,4,,,16,,44,,,,20,,,68,,
fiddlers_dream.krn.A_scale_dist_dur.txt,52,,,40,,,38,,,18,,42,,,40,,,26,,,
fiddlers_dream3.krn.A_scale_dist_dur.txt,76,,,36,,,36,,,8,,36,,,32,,,24,,,
field_in_forest.krn.A_scale_dist_dur.txt,44,,,44,,,44,,,12,,16,,,16,,,,,,
field_in_forest_alternate_chords.krn.A_scale_dist_dur.txt,44,,,44,,,44,,,12,,16,,,16,,,,,,
fine_times_at_our_house.krn.A_scale_dist_dur.txt,44,,,12,,,32,,,40,,60,,,36,,,16,8,,
flat-footed_henry.krn.A_scale_dist_dur.txt,24,,,16,,,48,,,12,,68,,,48,,,16,,,
fleur_de_mandragore.krn.A_scale_dist_dur.txt,104,,,32,,,24,,,16,,40,,,,,,32,,,
