Tune_name,do,re,me,mi,fa,fi,so,la,le,te,ti,Other
bluejay.krn.diss_B.txt,6,2,,2,4,,20,18,,,,
boatman.krn.diss_B.txt,,12,,8,4,,12,8,,,,
bob_mcquillens_reel.krn.diss_B.txt,6,8,,12,10,,,2,,,8,
bonaparte_crossing_the_rhine.krn.diss_B.txt,,18,,6,8,,2,2,,,12,
bonnie_charlie.krn.diss_B.txt,2,16,22,,4,,4,,2,12,,
bonnie_isabel_robertson.krn.diss_B.txt,,,,16,6,,4,,,,8,
boot_shuffle.krn.diss_B.txt,12,8,,18,30,,,12,,,2,
booth_shot_lincoln.krn.diss_B.txt,,16,,4,,,,8,,,,
boring_the_leather.krn.diss_B.txt,4,4,,8,,,,,,,10,
boswells_fancy.krn.diss_B.txt,2,,,32,6,,2,18,,,12,
bottom_of_the_punchbowl.krn.diss_B.txt,8,26,,8,4,,,20,,,8,
bound_to_have_a_little_fun.krn.diss_B.txt,8,8,,4,12,,,24,,,14,
boy_in_the_gap.krn.diss_B.txt,28,12,,8,16,,,24,,,,
boyne_water.krn.diss_B.txt,4,10,4,2,12,,4,16,,28,,
boys_lament_for_his_dragon.krn.diss_B.txt,4,4,,16,6,,,8,,,4,
boys_my_moneys_all_gone.krn.diss_B.txt,4,24,40,,76,,4,20,,12,,
boys_of_antrim.krn.diss_B.txt,4,4,10,,12,,12,,6,2,,2
boys_of_ballycastle.krn.diss_B.txt,,30,,,20,,8,,,12,,
boys_of_malin.krn.diss_B.txt,2,12,,22,14,,2,2,,,4,
boys_of_tandragee.krn.diss_B.txt,12,16,,,4,,12,8,,8,,
boys_of_the_lough.krn.diss_B.txt,4,12,,16,12,,6,,,,10,
brandywine.krn.diss_B.txt,12,36,,8,,,8,16,,,16,
brasstown.krn.diss_B.txt,16,8,,,20,,,,,8,,4
breakwater_boys_breakdown.krn.diss_B.txt,8,,8,,40,,8,4,,30,,
brenda_stubberts.krn.diss_B.txt,12,12,,,8,,4,,,30,,
brendan_mcmahons.krn.diss_B.txt,,8,,26,,,,,,,,
briarpicker_brown.krn.diss_B.txt,16,8,,8,6,,,28,,,,
brides_reel.krn.diss_B.txt,16,12,,16,38,,8,42,,38,,
broue_reel_de_la.krn.diss_B.txt,4,42,,8,8,,8,4,,,4,
brumley_brae.krn.diss_B.txt,4,,,4,4,12,4,8,,,8,4
brushy_run.krn.diss_B.txt,8,22,,8,,,28,28,,,12,
buck_mountain.krn.diss_B.txt,8,16,,8,,,,14,,,12,
buckle_up_the_backstrap.krn.diss_B.txt,8,8,8,,8,,,32,,,,
buffalo_girls.krn.diss_B.txt,4,16,,4,20,,,,,,,
bumblebee_in_a_jug.krn.diss_B.txt,,36,,4,20,,16,14,,,20,
bundle_and_go.krn.diss_B.txt,20,4,,,6,,,,,10,,
burchards_hornpipe.krn.diss_B.txt,8,8,,8,34,,4,4,,,8,
burnt_old_man.krn.diss_B.txt,4,20,,4,,,4,8,,,4,
bus_stop_real.krn.diss_B.txt,4,20,,,24,,8,,8,16,,
butchers_row.krn.diss_B.txt,16,8,,12,8,,16,16,,,16,
buzz_the_9.krn.diss_B.txt,4,4,8,,,,4,28,,,10,
cairin_ot.krn.diss_B.txt,4,8,,16,4,,8,10,,,16,
calling_wood.krn.diss_B.txt,2,10,,6,2,,8,12,,,2,6
calliope_house.krn.diss_B.txt,10,10,,10,2,,,14,,,,
camp_meeting_on_the_fourth_of_july.krn.diss_B.txt,,8,,20,,,16,17,,,19,
camp_pleasant_jig.krn.diss_B.txt,,22,,20,4,,,6,,,,
campbell_river_jig.krn.diss_B.txt,4,22,8,,12,,,,,4,,
campbells_farewell_to_redcastle.krn.diss_B.txt,,10,,,16,,,14,,10,,
caribou_reel.krn.diss_B.txt,4,12,4,,12,,4,4,10,8,,4
caribou_reel_alternate.krn.diss_B.txt,16,24,4,,4,,4,8,,28,,
carraroe.krn.diss_B.txt,8,,,4,,,4,,,,,
castle_aaaa.krn.diss_B.txt,14,6,2,,,,14,2,,28,,
cat_fish_jig.krn.diss_B.txt,8,2,,4,6,,,12,,,4,
cat_in_the_hopper.krn.diss_B.txt,4,4,,,12,,,16,,4,,
cat_on_a_leash.krn.diss_B.txt,20,,,36,24,,,28,,,,
catharsis.krn.diss_B.txt,8,22,14,,30,,8,,,4,,
cattle_in_the_cane.krn.diss_B.txt,8,20,4,,16,,4,,,12,,
celina.krn.diss_B.txt,8,4,,8,4,,,16,,,24,
cemetery_road.krn.diss_B.txt,4,24,20,,48,,12,,,16,,
chaine_du_reel.krn.diss_B.txt,,,,4,8,20,4,24,,,12,
champaign_jig_goes_to_columbia.krn.diss_B.txt,8,8,,8,,,8,8,,,,
charlie_mulvihills.krn.diss_B.txt,4,18,,12,8,,16,12,,,,
chattanooga.krn.diss_B.txt,,16,,4,,,,34,,,6,
cheat_mountain.krn.diss_B.txt,,2,,4,,,,20,,8,,
cheticamp.krn.diss_B.txt,,2,,,,,,8,,,4,
childgrove.krn.diss_B.txt,4,8,16,,14,,,,,,,
chipchase_reel.krn.diss_B.txt,,12,,2,4,,30,8,,,20,
chirps_and_grain.krn.diss_B.txt,,,,,16,,,,,,,
cincinnati_rag.krn.diss_B.txt,2,8,,10,,,4,20,,,16,
cinquieme_partie_du_caledonia.krn.diss_B.txt,8,16,,8,16,16,,12,,,4,
clare_jig.krn.diss_B.txt,12,20,,26,,,4,16,,,,
cleveland_park.krn.diss_B.txt,16,8,2,,4,,6,,,6,,
cliffs_of_moher.krn.diss_B.txt,18,14,,,14,,,2,10,4,,
clog_de-pariseau.krn.diss_B.txt,8,,,8,12,,,40,,,16,
cloud_nine.krn.diss_B.txt,12,24,,24,10,,20,8,,,,
coffee.krn.diss_B.txt,28,4,16,,8,,4,,,20,,
coffee_alternate_b.krn.diss_B.txt,36,,16,,8,,16,,,16,,
colonel_mcbain.krn.diss_B.txt,4,22,20,,,,8,2,,16,,
come_under_my_plaidie.krn.diss_B.txt,8,12,,,,,,8,,,16,
con_cassidys_jig.krn.diss_B.txt,10,12,,,4,,4,16,,,8,
concert_reel.krn.diss_B.txt,12,48,,,,,8,14,,,28,
congress_reel.krn.diss_B.txt,10,,4,,24,,16,12,,32,,
contrazz.krn.diss_B.txt,,4,,18,,,12,8,,4,4,4
cooleys_reel.krn.diss_B.txt,14,34,,,12,,8,,,12,,
cordal_jig.krn.diss_B.txt,8,24,,4,4,,2,8,,,6,
cori-lation.krn.diss_B.txt,16,,,8,,,8,,,4,,
cottage_in_the_grove.krn.diss_B.txt,20,20,,,10,,8,,,24,,
cotton_baggin.krn.diss_B.txt,8,16,,12,,,,24,,,,
cotton_eyed_joe.krn.diss_B.txt,4,8,,12,,,4,8,,,,
courtesans_jig.krn.diss_B.txt,8,12,,8,4,,16,,,,,
cowboy_jig.krn.diss_B.txt,10,2,,20,,,12,4,,,4,
cowboys_dream.krn.diss_B.txt,8,24,,8,18,,,12,,,4,
cranberry_rock.krn.diss_B.txt,8,28,,8,,,8,8,,,8,
cripple_creek.krn.diss_B.txt,4,36,,,,,,26,,,8,
crock_of_gold.krn.diss_B.txt,28,,,20,,,8,8,,,4,
crocketts_honeymoon.krn.diss_B.txt,,16,,,8,,12,8,,,12,
crook_brothers_tune.krn.diss_B.txt,4,8,,,,,52,4,,,,
crowleys.krn.diss_B.txt,,24,,,16,,12,12,,,,
cruinniu_na_mbad.krn.diss_B.txt,4,8,,4,,,20,4,,,,
cuckoos_nest.krn.diss_B.txt,8,24,,16,14,,8,8,,,,
cuffy.krn.diss_B.txt,,4,,8,14,,8,12,,,20,
cuil_aodha.krn.diss_B.txt,24,,,,6,,8,4,,,16,
cultivateur_le.krn.diss_B.txt,,4,,,,,,12,,,8,
cultivateur_le_alternate.krn.diss_B.txt,,8,,,6,,,4,,,8,
curvy_road_to_corinth.krn.diss_B.txt,16,12,16,,12,,8,,,,,
cynthias_christmas_jig.krn.diss_B.txt,8,8,,4,,,,14,,,10,
daileys_reel.krn.diss_B.txt,,8,,4,8,10,8,12,,,20,6
damons_winder.krn.diss_B.txt,8,32,,20,4,,,20,,,,
darlas_jig.krn.diss_B.txt,6,16,,16,,,,28,,,,
dawn.krn.diss_B.txt,4,22,,4,12,,4,24,,,4,
death_valley_reunion.krn.diss_B.txt,4,,,4,4,,,,,12,,
december_march.krn.diss_B.txt,6,12,,2,6,,6,12,,,14,12
dedicado_a_jos.krn.diss_B.txt,,,,20,16,,,4,,,4,
deer_walk.krn.diss_B.txt,12,16,,16,4,,,8,,,,
deer_walk3.krn.diss_B.txt,8,4,,,16,,,32,,,8,
demented_dog.krn.diss_B.txt,8,,,,,,,4,,,4,
democratic_rage_hornpipe.krn.diss_B.txt,4,4,,4,14,,8,12,,,20,
denver_belle.krn.diss_B.txt,16,22,,,12,,,12,,,6,
derry_reel.krn.diss_B.txt,10,12,,4,,,16,20,,,14,
desjarlais_reel.krn.diss_B.txt,,16,,16,14,,,12,,,4,
desnoyer_reel.krn.diss_B.txt,,16,,4,,,16,16,,,12,
deux_lisa_le_reel_des.krn.diss_B.txt,16,8,,24,14,,,,,,4,
deuxieme_partie_du_quarille_de_l_ile_d_orleans.krn.diss_B.txt,8,8,,4,2,,,10,,,10,
devil_in_the_strawstack.krn.diss_B.txt,16,8,,,4,,4,,,8,,
devils_churn.krn.diss_B.txt,,16,8,,8,,8,,,8,6,
devlins.krn.diss_B.txt,,4,,,16,,4,,4,4,,
diable_vert.krn.diss_B.txt,2,20,4,54,8,,4,14,,,20,
dick_gossips.krn.diss_B.txt,12,14,,24,12,,8,2,,,4,
dilberts_jig.krn.diss_B.txt,2,4,,,4,,2,8,,,14,
dinah.krn.diss_B.txt,8,48,,8,16,,,8,,,,
dinkys_reel.krn.diss_B.txt,10,8,,4,8,,10,18,,6,2,
divine_reel.krn.diss_B.txt,6,8,10,,22,,22,,,10,,
dominion_reel.krn.diss_B.txt,8,4,48,,24,,4,,20,56,,
don_tremaines_reel.krn.diss_B.txt,12,22,,16,12,,20,8,,,,
done_gone.krn.diss_B.txt,,16,16,,32,,,,16,16,,16
donegal_lass.krn.diss_B.txt,,,,4,8,,,4,,,4,
doon_the_brae.krn.diss_B.txt,32,2,2,,,,16,2,,8,,
dowds_9.krn.diss_B.txt,12,18,,16,4,,8,6,,,4,
drowsy_maggie.krn.diss_B.txt,8,14,,8,10,2,6,2,,,12,
drummond_castle.krn.diss_B.txt,,2,,,8,,16,,,4,,
drunken_landlady.krn.diss_B.txt,8,32,,,8,,12,8,,32,,
dubuque.krn.diss_B.txt,4,44,,4,,,12,20,,,,
duck_river.krn.diss_B.txt,4,20,,4,12,,20,8,,,8,
ducks_on_the_pond.krn.diss_B.txt,12,16,,,8,,24,16,,40,,
dunbar.krn.diss_B.txt,20,16,,8,,,,16,,,8,
dunmore_lasses.krn.diss_B.txt,2,38,2,,8,,10,,6,20,,
durangs_hornpipe.krn.diss_B.txt,12,8,,28,,,20,4,,,4,
earls_chair.krn.diss_B.txt,16,16,,32,4,,,24,,,,
early_in_the_year.krn.diss_B.txt,4,2,,4,4,,16,,,,,
east_neuk_of_fife.krn.diss_B.txt,4,8,4,,4,,8,,14,6,,
east_tennessee_blues.krn.diss_B.txt,,8,,6,4,,,10,,,,4
eighth_of_january.krn.diss_B.txt,4,,,16,4,,,20,,,4,
eli_greenes_cakewalk.krn.diss_B.txt,16,20,,4,8,12,,20,,,,
elsies_farewell.krn.diss_B.txt,8,26,,,,,20,,,,,8
elvira.krn.diss_B.txt,2,30,,24,,,4,12,,,2,2
enrico.krn.diss_B.txt,28,16,,32,88,,8,16,,16,,
equinox.krn.diss_B.txt,,12,,12,4,,,4,,,6,
eriks_reel.krn.diss_B.txt,2,,,,10,,8,4,,,,
erin.krn.diss_B.txt,,12,,16,2,,,30,,,8,6
esquimaux_reel_des.krn.diss_B.txt,8,12,,12,18,,8,12,,,8,
eugene_reel.krn.diss_B.txt,2,14,,,4,,24,24,,,8,
evil_diane.krn.diss_B.txt,28,12,,24,40,,,8,,,,
evil_red_three.krn.diss_B.txt,12,8,,,12,,,12,,,,
evit_gabriel.krn.diss_B.txt,,12,16,,36,,8,,24,4,,
exile_of_erin.krn.diss_B.txt,,8,4,6,10,,4,8,,12,2,
fair_jennys_jig.krn.diss_B.txt,,,,,,,,8,,20,4,
far_from_home.krn.diss_B.txt,8,12,,8,4,,12,16,,,8,
farewell_to_tchernobyl.krn.diss_B.txt,6,6,24,,24,,14,,,4,2,
farrell_o_gara.krn.diss_B.txt,,6,,12,22,,14,5,,,8,
father_francis_camerons_reel.krn.diss_B.txt,,8,,4,12,,,,,,8,
father_kellys.krn.diss_B.txt,16,4,,8,2,,4,12,,,4,
faubourg_reel_du.krn.diss_B.txt,2,8,,8,22,,,2,,,4,
february_march.krn.diss_B.txt,8,,,,4,,12,12,,,4,
fee_des_dents_la.krn.diss_B.txt,12,12,,12,8,,16,,,,4,
feed_her_candy_and_tell_her_lies.krn.diss_B.txt,,44,,8,,,,12,,,,
fermoy_lasses.krn.diss_B.txt,,20,,10,6,,4,,,,4,
festival_du_voyageur_reel.krn.diss_B.txt,12,16,4,,12,,2,,6,14,,
festival_du_voyageur_reel_alternate.krn.diss_B.txt,8,24,8,,16,,4,4,4,,,
fiddlers_dream.krn.diss_B.txt,12,8,,16,6,,,32,,,4,
fiddlers_dream3.krn.diss_B.txt,8,18,,6,16,2,,22,,,22,
field_in_forest.krn.diss_B.txt,,6,,6,6,,,,,,,
field_in_forest_alternate_chords.krn.diss_B.txt,8,36,,24,8,,24,,,,,
fine_times_at_our_house.krn.diss_B.txt,12,4,,4,60,,,12,,4,,
flat-footed_henry.krn.diss_B.txt,16,44,,8,4,,,16,,,8,
fleur_de_mandragore.krn.diss_B.txt,32,12,,24,8,,16,8,,,20,
flowers_of_autumn.krn.diss_B.txt,4,10,,6,2,,4,14,,,3,
fly_fishing_reel.krn.diss_B.txt,4,2,,4,4,,8,4,,8,,
flying_clouds.krn.diss_B.txt,,16,,24,36,,,12,,4,4,
flying_fox.krn.diss_B.txt,12,8,,4,4,,,,,,,
flying_home_to_shelley.krn.diss_B.txt,36,22,,28,2,,24,,,,,
folding_down_the_sheets.krn.diss_B.txt,,,,24,38,,,8,,,,
folklife_reel.krn.diss_B.txt,,20,4,,16,,4,,24,,,
foot_to_the_ground.krn.diss_B.txt,4,6,,56,4,,12,4,,,,
forest_wedding.krn.diss_B.txt,8,8,2,,14,,4,,2,8,,4
foresters_hornpipe.krn.diss_B.txt,16,4,,4,16,,,16,,,6,
forked_deer.krn.diss_B.txt,4,4,,28,8,,,24,,,,
franco-american_reel.krn.diss_B.txt,4,20,,12,28,,,8,,,16,
franks_reel.krn.diss_B.txt,6,12,,7,1,,4,25,,,8,
fred_finns.krn.diss_B.txt,,14,,12,8,,32,12,,,,
fremont_center.krn.diss_B.txt,4,12,,4,10,,,4,,20,,
frenchies_reel.krn.diss_B.txt,6,4,,8,6,,,2,,,8,
froggie_on_the_carport.krn.diss_B.txt,8,18,,12,12,,,8,,,,
frost_is_all_over.krn.diss_B.txt,,,,8,20,,8,,,,,
full_moon_jig.krn.diss_B.txt,12,16,,8,8,,,7,,,16,
funnel_in_the_tunesmiths_truck.krn.diss_B.txt,,18,,14,14,2,10,12,,,24,
gadeliderot_le.krn.diss_B.txt,20,14,,16,8,,,12,,,2,
gale.krn.diss_B.txt,,,8,,,,,,,,,
galens_arrival.krn.diss_B.txt,8,10,,20,,,8,8,,,8,
gallaghers_frolics.krn.diss_B.txt,20,16,12,,8,,4,,,,,
garfield.krn.diss_B.txt,,8,,,,,,48,,,,
garsters_dream.krn.diss_B.txt,8,12,,8,,,,18,,,,
geese_in_the_bog.krn.diss_B.txt,4,4,8,,16,,8,,,16,,
george_whites_favorite.krn.diss_B.txt,8,32,,10,,,8,24,,,4,2
gigue_de_terrebonne.krn.diss_B.txt,,26,,16,,,,8,,,8,
gigue_des_capuchons.krn.diss_B.txt,8,16,,,,,,14,,,4,
gigue_des_montagnards.krn.diss_B.txt,,,,,4,,,,,,,
gigue_des_sucres.krn.diss_B.txt,,4,,12,20,,,12,,,,
gigue_du_salon.krn.diss_B.txt,20,16,,12,,,2,14,,,,
gillians_reel.krn.diss_B.txt,8,4,,8,8,,8,22,,8,18,
girL_i_left_behind_me.krn.diss_B.txt,8,6,,,8,,,20,,,,
girl_who_broke_my_heart.krn.diss_B.txt,12,4,,,4,,,2,,,10,
girl_with_the_blue_dress_on.krn.diss_B.txt,,12,,,,8,,16,,,20,
glen_of_aherlow.krn.diss_B.txt,,18,,,8,6,,4,,4,,
glencolmcille.krn.diss_B.txt,,28,,14,8,,12,6,,,,
glise_de_sherbrooke.krn.diss_B.txt,,8,,4,28,,,12,,,16,
goglu_reel_du.krn.diss_B.txt,8,4,,24,8,4,8,4,,,18,
going_to_the_free_state.krn.diss_B.txt,12,20,,4,8,,,,,,,
golden_legs.krn.diss_B.txt,12,10,,28,16,2,8,,,,7,
golden_wedding_reel.krn.diss_B.txt,8,8,,8,,,,18,,,2,
gondolin.krn.diss_B.txt,12,10,,24,16,,4,20,,12,4,
gonna_climb_them_golden_stairs.krn.diss_B.txt,8,,,12,12,,,16,,,2,
good_for_the_tongue.krn.diss_B.txt,4,8,,8,6,,,4,,,4,
goodbye_girls.krn.diss_B.txt,8,12,,,12,,12,20,,16,,
goodbye_girls_im_going_to_boston.krn.diss_B.txt,12,8,,,16,,40,,,12,,
gordons_fiddletunes_jig.krn.diss_B.txt,8,4,16,,,,20,,4,16,,
grace_hays_delight.krn.diss_B.txt,2,2,,8,7,2,4,,,,8,
grand_chaine_la.krn.diss_B.txt,4,18,,4,20,,,2,,,28,
grand_picnic.krn.diss_B.txt,8,24,,12,8,,8,8,,,,
grandpere_reel_du.krn.diss_B.txt,4,24,,12,14,,,12,,,4,
granny_quinns.krn.diss_B.txt,,8,,,8,,8,,,4,,
granny_will_your_dog_bite.krn.diss_B.txt,20,4,,,28,,,36,,,,
grasshopper_sittin_on_a_sweet_potato_vine.krn.diss_B.txt,20,4,,24,,,16,8,,,,
gray_eagle.krn.diss_B.txt,,8,,,,,12,24,,,,
greasy_coat.krn.diss_B.txt,24,16,,,24,,16,16,,16,,
greasy_string.krn.diss_B.txt,16,20,,4,,,,20,,,4,
green_apple_quickstep.krn.diss_B.txt,,4,,8,4,,,6,,,24,2
green_fields_of_woodford.krn.diss_B.txt,4,16,,4,2,,20,8,,,,
green_table.krn.diss_B.txt,4,,,16,6,,16,8,,,8,
green_willis.krn.diss_B.txt,8,12,,16,30,,8,12,,,,
grey_buck.krn.diss_B.txt,4,10,,16,4,,4,14,,,2,
grey_eagle.krn.diss_B.txt,,,,12,,,,,,,20,
griffenfeldt.krn.diss_B.txt,4,8,8,12,,,32,8,,20,,
grub_springs.krn.diss_B.txt,4,,,20,,,12,12,,,4,
guizers_march.krn.diss_B.txt,10,2,,6,4,,4,6,,,,
hairy_dogleaf.krn.diss_B.txt,22,,,32,4,,16,8,,,,
hamsters_in_the_pantry.krn.diss_B.txt,12,16,,24,20,,8,2,,,,
hand_me_down_the_tackle.krn.diss_B.txt,,14,,30,16,2,20,16,,,5,
handsome_young_maidens.krn.diss_B.txt,2,2,,,12,,8,10,,,,
happy_hollow.krn.diss_B.txt,12,32,,4,16,,,20,,,,
hardimans_fancy.krn.diss_B.txt,8,2,8,,8,,16,,,14,,
hare.krn.diss_B.txt,12,36,,24,,,,4,,,4,
hare2.krn.diss_B.txt,4,2,,12,38,,,10,,,,
hava_na-jig-ilah.krn.diss_B.txt,20,,4,,6,,,,,8,,14
haymakers_hoedown.krn.diss_B.txt,8,8,,8,,,8,20,,,8,
heather_mccarthy.krn.diss_B.txt,4,28,,8,8,,,32,,,,
heavens_to_betsy.krn.diss_B.txt,8,2,,8,6,,4,12,,,4,
hector_macdonalds_reel.krn.diss_B.txt,,,,,12,,16,36,,8,,
helena_reel.krn.diss_B.txt,,10,,,,,,4,,,8,
hens_feet_and_carrots.krn.diss_B.txt,,,,4,8,,,8,,,8,
hey_little_girl_do_what_i_tell_you.krn.diss_B.txt,4,16,,,16,,16,20,,,,
high_part_of_the_road.krn.diss_B.txt,4,8,,,8,,,12,,,20,
high_reel.krn.diss_B.txt,4,10,,16,4,,6,24,,4,,
high_road_to_linton.krn.diss_B.txt,8,16,,12,16,,12,20,,,4,
hills_of_sharon.krn.diss_B.txt,4,8,,8,,,12,4,,,,
hole_in_the_hedge.krn.diss_B.txt,4,12,,4,,,4,16,,,12,
hollow_poplar.krn.diss_B.txt,8,4,,4,2,,4,24,,,32,
home_with_the_girls_in_the_morning.krn.diss_B.txt,8,20,8,,,,4,8,,8,,
homeward_bound.krn.diss_B.txt,8,22,,20,24,,,,,,,
hommage_a_arthur_marcel_et_phylias_pigeon_alternate.krn.diss_B.txt,2,30,7,,24,,12,,,4,,
hommage_a_edmond_parizeau.krn.diss_B.txt,4,11,,16,12,,,8,,,,
hommage_a_gilles_laprise.krn.diss_B.txt,,24,,8,12,,,,,,,4
hommage_a_harmonica_jean.krn.diss_B.txt,8,8,,4,8,2,12,12,,,12,
hommage_a_harmonica_jean_alternate_B-chords.krn.diss_B.txt,,8,,4,8,6,,12,,,6,
hommage_a_mes_amis_musiciens.krn.diss_B.txt,,6,,14,14,,4,13,,,13,2
hommage_a_ojnab.krn.diss_B.txt,14,6,,6,,,8,16,,,4,
hommage_a_rock_proulx.krn.diss_B.txt,4,20,,10,14,4,,14,,,6,4
homme_a_deux_femmes.krn.diss_B.txt,12,8,,6,22,4,,22,,,2,
horace_hainsworth.krn.diss_B.txt,8,,,8,,,48,4,,,,
hornpipe_in_the_style_of_sean_maguire.krn.diss_B.txt,4,10,,10,2,,8,8,,,8,
house_in_the_glen.krn.diss_B.txt,4,24,,4,5,,,,,,,
hudie_gallaghers.krn.diss_B.txt,,12,,4,8,,16,24,,,6,
huffing_up_great_gable.krn.diss_B.txt,2,4,4,,6,,2,,,10,,
hughie_shortys_reel.krn.diss_B.txt,4,8,,4,6,,,2,,,8,
hulls_reel.krn.diss_B.txt,16,28,,14,,,8,20,,,,
hulls_reel_alternate.krn.diss_B.txt,14,24,,6,4,,4,6,,,,
humours_of_ballinafauna.krn.diss_B.txt,4,16,4,,4,,,,,,,
hundred_pipers.krn.diss_B.txt,,4,,12,6,,,,,,8,
